,21 ±×·¥
0,-0.1281767955801105
1,-0.1281767955801105
2,-0.1281767955801105
3,-0.1281767955801105
4,-0.1281767955801105
5,-0.1281767955801105
6,-0.1281767955801105
7,-0.1281767955801105
8,-0.1281767955801105
9,-0.1281767955801105
10,-0.1281767955801105
11,-0.1281767955801105
12,-0.1281767955801105
13,-0.1281767955801105
14,-0.1281767955801105
15,-0.1281767955801105
16,-0.1281767955801105
17,-0.1281767955801105
18,-0.1281767955801105
19,-0.1281767955801105
20,-0.1281767955801105
21,-0.1281767955801105
22,-0.1281767955801105
23,0.8718232044198895
24,-0.1281767955801105
25,-0.1281767955801105
26,-0.1281767955801105
27,9.87182320441989
28,-0.1281767955801105
29,-0.1281767955801105
30,-0.1281767955801105
31,-0.1281767955801105
32,-0.1281767955801105
33,-0.1281767955801105
34,-0.1281767955801105
35,9.87182320441989
36,-0.1281767955801105
37,-0.1281767955801105
38,-0.1281767955801105
39,-0.1281767955801105
40,-0.1281767955801105
41,-0.1281767955801105
42,-0.1281767955801105
43,-0.1281767955801105
44,-0.1281767955801105
45,-0.1281767955801105
46,-0.1281767955801105
47,-0.1281767955801105
48,-0.1281767955801105
49,-0.1281767955801105
50,-0.1281767955801105
51,-0.1281767955801105
52,-0.1281767955801105
53,-0.1281767955801105
54,-0.1281767955801105
55,-0.1281767955801105
56,-0.1281767955801105
57,-0.1281767955801105
58,-0.1281767955801105
59,-0.1281767955801105
60,-0.1281767955801105
61,-0.1281767955801105
62,-0.1281767955801105
63,7.87182320441989
64,-0.1281767955801105
65,-0.1281767955801105
66,-0.1281767955801105
67,-0.1281767955801105
68,-0.1281767955801105
69,-0.1281767955801105
70,-0.1281767955801105
71,-0.1281767955801105
72,-0.1281767955801105
73,-0.1281767955801105
74,-0.1281767955801105
75,-0.1281767955801105
76,-0.1281767955801105
77,-0.1281767955801105
78,-0.1281767955801105
79,-0.1281767955801105
80,-0.1281767955801105
81,-0.1281767955801105
82,-0.1281767955801105
83,-0.1281767955801105
84,-0.1281767955801105
85,-0.1281767955801105
86,-0.1281767955801105
87,-0.1281767955801105
88,-0.1281767955801105
89,-0.1281767955801105
90,-0.1281767955801105
91,-0.1281767955801105
92,-0.1281767955801105
93,-0.1281767955801105
94,-0.1281767955801105
95,-0.1281767955801105
96,-0.1281767955801105
97,-0.1281767955801105
98,-0.1281767955801105
99,-0.1281767955801105
100,-0.1281767955801105
101,-0.1281767955801105
102,-0.1281767955801105
103,-0.1281767955801105
104,-0.1281767955801105
105,-0.1281767955801105
106,-0.1281767955801105
107,-0.1281767955801105
108,-0.1281767955801105
109,-0.1281767955801105
110,-0.1281767955801105
111,-0.1281767955801105
112,-0.1281767955801105
113,-0.1281767955801105
114,-0.1281767955801105
115,-0.1281767955801105
116,0.8718232044198895
117,-0.1281767955801105
118,-0.1281767955801105
119,-0.1281767955801105
120,-0.1281767955801105
121,-0.1281767955801105
122,-0.1281767955801105
123,-0.1281767955801105
124,-0.1281767955801105
125,-0.1281767955801105
126,-0.1281767955801105
127,-0.1281767955801105
128,-0.1281767955801105
129,-0.1281767955801105
130,-0.1281767955801105
131,-0.1281767955801105
132,-0.1281767955801105
133,-0.1281767955801105
134,-0.1281767955801105
135,-0.1281767955801105
136,-0.1281767955801105
137,-0.1281767955801105
138,-0.1281767955801105
139,-0.1281767955801105
140,-0.1281767955801105
141,-0.1281767955801105
142,-0.1281767955801105
143,-0.1281767955801105
144,-0.1281767955801105
145,-0.1281767955801105
146,-0.1281767955801105
147,-0.1281767955801105
148,-0.1281767955801105
149,-0.1281767955801105
150,-0.1281767955801105
151,-0.1281767955801105
152,-0.1281767955801105
153,-0.1281767955801105
154,-0.1281767955801105
155,-0.1281767955801105
156,9.87182320441989
157,-0.1281767955801105
158,-0.1281767955801105
159,-0.1281767955801105
160,-0.1281767955801105
161,-0.1281767955801105
162,-0.1281767955801105
163,5.87182320441989
164,-0.1281767955801105
165,-0.1281767955801105
166,-0.1281767955801105
167,-0.1281767955801105
168,-0.1281767955801105
169,-0.1281767955801105
170,-0.1281767955801105
171,-0.1281767955801105
172,-0.1281767955801105
173,-0.1281767955801105
174,9.87182320441989
175,9.87182320441989
176,-0.1281767955801105
177,-0.1281767955801105
178,-0.1281767955801105
179,-0.1281767955801105
180,-0.1281767955801105
181,-0.1281767955801105
182,-0.1281767955801105
183,-0.1281767955801105
184,-0.1281767955801105
185,-0.1281767955801105
186,-0.1281767955801105
187,-0.1281767955801105
188,-0.1281767955801105
189,-0.1281767955801105
190,-0.1281767955801105
191,-0.1281767955801105
192,-0.1281767955801105
193,-0.1281767955801105
194,-0.1281767955801105
195,-0.1281767955801105
196,-0.1281767955801105
197,-0.1281767955801105
198,-0.1281767955801105
199,-0.1281767955801105
200,-0.1281767955801105
201,5.87182320441989
202,0.8718232044198895
203,-0.1281767955801105
204,-0.1281767955801105
205,-0.1281767955801105
206,-0.1281767955801105
207,-0.1281767955801105
208,-0.1281767955801105
209,-0.1281767955801105
210,-0.1281767955801105
211,-0.1281767955801105
212,-0.1281767955801105
213,-0.1281767955801105
214,-0.1281767955801105
215,-0.1281767955801105
216,-0.1281767955801105
217,-0.1281767955801105
218,-0.1281767955801105
219,-0.1281767955801105
220,-0.1281767955801105
221,-0.1281767955801105
222,-0.1281767955801105
223,-0.1281767955801105
224,-0.1281767955801105
225,-0.1281767955801105
226,-0.1281767955801105
227,-0.1281767955801105
228,-0.1281767955801105
229,4.87182320441989
230,-0.1281767955801105
231,-0.1281767955801105
232,-0.1281767955801105
233,-0.1281767955801105
234,-0.1281767955801105
235,-0.1281767955801105
236,-0.1281767955801105
237,-0.1281767955801105
238,-0.1281767955801105
239,-0.1281767955801105
240,-0.1281767955801105
241,-0.1281767955801105
242,-0.1281767955801105
243,-0.1281767955801105
244,-0.1281767955801105
245,-0.1281767955801105
246,-0.1281767955801105
247,-0.1281767955801105
248,-0.1281767955801105
249,-0.1281767955801105
250,-0.1281767955801105
251,-0.1281767955801105
252,-0.1281767955801105
253,-0.1281767955801105
254,-0.1281767955801105
255,-0.1281767955801105
256,-0.1281767955801105
257,-0.1281767955801105
258,-0.1281767955801105
259,-0.1281767955801105
260,-0.1281767955801105
261,-0.1281767955801105
262,-0.1281767955801105
263,-0.1281767955801105
264,-0.1281767955801105
265,-0.1281767955801105
266,-0.1281767955801105
267,-0.1281767955801105
268,-0.1281767955801105
269,-0.1281767955801105
270,-0.1281767955801105
271,-0.1281767955801105
272,-0.1281767955801105
273,9.87182320441989
274,-0.1281767955801105
275,-0.1281767955801105
276,-0.1281767955801105
277,-0.1281767955801105
278,-0.1281767955801105
279,-0.1281767955801105
280,-0.1281767955801105
281,-0.1281767955801105
282,-0.1281767955801105
283,-0.1281767955801105
284,9.87182320441989
285,-0.1281767955801105
286,-0.1281767955801105
287,-0.1281767955801105
288,-0.1281767955801105
289,-0.1281767955801105
290,-0.1281767955801105
291,-0.1281767955801105
292,-0.1281767955801105
293,-0.1281767955801105
294,-0.1281767955801105
295,-0.1281767955801105
296,-0.1281767955801105
297,-0.1281767955801105
298,-0.1281767955801105
299,-0.1281767955801105
300,-0.1281767955801105
301,-0.1281767955801105
302,-0.1281767955801105
303,-0.1281767955801105
304,-0.1281767955801105
305,-0.1281767955801105
306,-0.1281767955801105
307,9.87182320441989
308,-0.1281767955801105
309,-0.1281767955801105
310,-0.1281767955801105
311,-0.1281767955801105
312,-0.1281767955801105
313,-0.1281767955801105
314,-0.1281767955801105
315,-0.1281767955801105
316,-0.1281767955801105
317,-0.1281767955801105
318,-0.1281767955801105
319,-0.1281767955801105
320,-0.1281767955801105
321,-0.1281767955801105
322,-0.1281767955801105
323,-0.1281767955801105
324,-0.1281767955801105
325,-0.1281767955801105
326,-0.1281767955801105
327,-0.1281767955801105
328,-0.1281767955801105
329,-0.1281767955801105
330,-0.1281767955801105
331,-0.1281767955801105
332,-0.1281767955801105
333,-0.1281767955801105
334,-0.1281767955801105
335,-0.1281767955801105
336,-0.1281767955801105
337,0.8718232044198895
338,-0.1281767955801105
339,-0.1281767955801105
340,-0.1281767955801105
341,-0.1281767955801105
342,-0.1281767955801105
343,-0.1281767955801105
344,-0.1281767955801105
345,-0.1281767955801105
346,-0.1281767955801105
347,-0.1281767955801105
348,-0.1281767955801105
349,-0.1281767955801105
350,-0.1281767955801105
351,-0.1281767955801105
352,-0.1281767955801105
353,-0.1281767955801105
354,-0.1281767955801105
355,-0.1281767955801105
356,-0.1281767955801105
357,-0.1281767955801105
358,-0.1281767955801105
359,9.87182320441989
360,-0.1281767955801105
361,-0.1281767955801105
362,-0.1281767955801105
363,-0.1281767955801105
364,-0.1281767955801105
365,-0.1281767955801105
366,-0.1281767955801105
367,-0.1281767955801105
368,-0.1281767955801105
369,-0.1281767955801105
370,-0.1281767955801105
371,-0.1281767955801105
372,-0.1281767955801105
373,-0.1281767955801105
374,0.8718232044198895
375,-0.1281767955801105
376,-0.1281767955801105
377,-0.1281767955801105
378,-0.1281767955801105
379,-0.1281767955801105
380,-0.1281767955801105
381,-0.1281767955801105
382,-0.1281767955801105
383,-0.1281767955801105
384,-0.1281767955801105
385,-0.1281767955801105
386,-0.1281767955801105
387,-0.1281767955801105
388,-0.1281767955801105
389,-0.1281767955801105
390,-0.1281767955801105
391,-0.1281767955801105
392,-0.1281767955801105
393,-0.1281767955801105
394,-0.1281767955801105
395,-0.1281767955801105
396,-0.1281767955801105
397,-0.1281767955801105
398,-0.1281767955801105
399,-0.1281767955801105
400,-0.1281767955801105
401,-0.1281767955801105
402,-0.1281767955801105
403,-0.1281767955801105
404,-0.1281767955801105
405,-0.1281767955801105
406,-0.1281767955801105
407,-0.1281767955801105
408,-0.1281767955801105
409,-0.1281767955801105
410,-0.1281767955801105
411,-0.1281767955801105
412,0.8718232044198895
413,-0.1281767955801105
414,0.8718232044198895
415,-0.1281767955801105
416,-0.1281767955801105
417,-0.1281767955801105
418,-0.1281767955801105
419,-0.1281767955801105
420,-0.1281767955801105
421,0.8718232044198895
422,-0.1281767955801105
423,-0.1281767955801105
424,-0.1281767955801105
425,-0.1281767955801105
426,-0.1281767955801105
427,-0.1281767955801105
428,-0.1281767955801105
429,-0.1281767955801105
430,-0.1281767955801105
431,-0.1281767955801105
432,-0.1281767955801105
433,-0.1281767955801105
434,-0.1281767955801105
435,-0.1281767955801105
436,-0.1281767955801105
437,-0.1281767955801105
438,-0.1281767955801105
439,-0.1281767955801105
440,-0.1281767955801105
441,-0.1281767955801105
442,-0.1281767955801105
443,-0.1281767955801105
444,-0.1281767955801105
445,-0.1281767955801105
446,-0.1281767955801105
447,-0.1281767955801105
448,-0.1281767955801105
449,-0.1281767955801105
450,-0.1281767955801105
451,-0.1281767955801105
452,-0.1281767955801105
453,-0.1281767955801105
454,-0.1281767955801105
455,-0.1281767955801105
456,-0.1281767955801105
457,-0.1281767955801105
458,-0.1281767955801105
459,-0.1281767955801105
460,-0.1281767955801105
461,-0.1281767955801105
462,-0.1281767955801105
463,-0.1281767955801105
464,-0.1281767955801105
465,-0.1281767955801105
466,-0.1281767955801105
467,-0.1281767955801105
468,-0.1281767955801105
469,-0.1281767955801105
470,-0.1281767955801105
471,-0.1281767955801105
472,-0.1281767955801105
473,-0.1281767955801105
474,-0.1281767955801105
475,-0.1281767955801105
476,-0.1281767955801105
477,-0.1281767955801105
478,-0.1281767955801105
479,-0.1281767955801105
480,-0.1281767955801105
481,-0.1281767955801105
482,-0.1281767955801105
483,-0.1281767955801105
484,-0.1281767955801105
485,-0.1281767955801105
486,-0.1281767955801105
487,-0.1281767955801105
488,-0.1281767955801105
489,-0.1281767955801105
490,-0.1281767955801105
491,-0.1281767955801105
492,-0.1281767955801105
493,-0.1281767955801105
494,-0.1281767955801105
495,-0.1281767955801105
496,-0.1281767955801105
497,-0.1281767955801105
498,-0.1281767955801105
499,-0.1281767955801105
500,-0.1281767955801105
501,-0.1281767955801105
502,-0.1281767955801105
503,-0.1281767955801105
504,-0.1281767955801105
505,-0.1281767955801105
506,-0.1281767955801105
507,-0.1281767955801105
508,-0.1281767955801105
509,-0.1281767955801105
510,-0.1281767955801105
511,-0.1281767955801105
512,-0.1281767955801105
513,-0.1281767955801105
514,-0.1281767955801105
515,-0.1281767955801105
516,-0.1281767955801105
517,-0.1281767955801105
518,-0.1281767955801105
519,9.87182320441989
520,-0.1281767955801105
521,-0.1281767955801105
522,-0.1281767955801105
523,-0.1281767955801105
524,-0.1281767955801105
525,-0.1281767955801105
526,-0.1281767955801105
527,-0.1281767955801105
528,-0.1281767955801105
529,-0.1281767955801105
530,-0.1281767955801105
531,-0.1281767955801105
532,-0.1281767955801105
533,-0.1281767955801105
534,-0.1281767955801105
535,0.8718232044198895
536,-0.1281767955801105
537,-0.1281767955801105
538,-0.1281767955801105
539,-0.1281767955801105
540,-0.1281767955801105
541,-0.1281767955801105
542,-0.1281767955801105
543,-0.1281767955801105
544,-0.1281767955801105
545,-0.1281767955801105
546,-0.1281767955801105
547,-0.1281767955801105
548,-0.1281767955801105
549,-0.1281767955801105
550,-0.1281767955801105
551,-0.1281767955801105
552,-0.1281767955801105
553,-0.1281767955801105
554,-0.1281767955801105
555,-0.1281767955801105
556,-0.1281767955801105
557,-0.1281767955801105
558,-0.1281767955801105
559,-0.1281767955801105
560,-0.1281767955801105
561,-0.1281767955801105
562,-0.1281767955801105
563,-0.1281767955801105
564,-0.1281767955801105
565,-0.1281767955801105
566,9.87182320441989
567,-0.1281767955801105
568,1.8718232044198895
569,-0.1281767955801105
570,-0.1281767955801105
571,-0.1281767955801105
572,-0.1281767955801105
573,-0.1281767955801105
574,-0.1281767955801105
575,-0.1281767955801105
576,-0.1281767955801105
577,-0.1281767955801105
578,0.8718232044198895
579,-0.1281767955801105
580,-0.1281767955801105
581,-0.1281767955801105
582,-0.1281767955801105
583,-0.1281767955801105
584,-0.1281767955801105
585,-0.1281767955801105
586,9.87182320441989
587,-0.1281767955801105
588,-0.1281767955801105
589,-0.1281767955801105
590,-0.1281767955801105
591,-0.1281767955801105
592,-0.1281767955801105
593,-0.1281767955801105
594,-0.1281767955801105
595,-0.1281767955801105
596,-0.1281767955801105
597,-0.1281767955801105
598,-0.1281767955801105
599,-0.1281767955801105
600,-0.1281767955801105
601,-0.1281767955801105
602,-0.1281767955801105
603,-0.1281767955801105
604,-0.1281767955801105
605,-0.1281767955801105
606,-0.1281767955801105
607,-0.1281767955801105
608,-0.1281767955801105
609,-0.1281767955801105
610,-0.1281767955801105
611,-0.1281767955801105
612,-0.1281767955801105
613,-0.1281767955801105
614,-0.1281767955801105
615,-0.1281767955801105
616,-0.1281767955801105
617,-0.1281767955801105
618,-0.1281767955801105
619,-0.1281767955801105
620,-0.1281767955801105
621,-0.1281767955801105
622,-0.1281767955801105
623,-0.1281767955801105
624,-0.1281767955801105
625,-0.1281767955801105
626,-0.1281767955801105
627,-0.1281767955801105
628,-0.1281767955801105
629,-0.1281767955801105
630,-0.1281767955801105
631,-0.1281767955801105
632,-0.1281767955801105
633,-0.1281767955801105
634,-0.1281767955801105
635,-0.1281767955801105
636,2.8718232044198895
637,-0.1281767955801105
638,-0.1281767955801105
639,-0.1281767955801105
640,-0.1281767955801105
641,-0.1281767955801105
642,-0.1281767955801105
643,-0.1281767955801105
644,-0.1281767955801105
645,-0.1281767955801105
646,-0.1281767955801105
647,-0.1281767955801105
648,9.87182320441989
649,-0.1281767955801105
650,-0.1281767955801105
651,-0.1281767955801105
652,-0.1281767955801105
653,-0.1281767955801105
654,-0.1281767955801105
655,-0.1281767955801105
656,-0.1281767955801105
657,-0.1281767955801105
658,-0.1281767955801105
659,-0.1281767955801105
660,-0.1281767955801105
661,-0.1281767955801105
662,-0.1281767955801105
663,-0.1281767955801105
664,-0.1281767955801105
665,-0.1281767955801105
666,-0.1281767955801105
667,-0.1281767955801105
668,-0.1281767955801105
669,-0.1281767955801105
670,-0.1281767955801105
671,-0.1281767955801105
672,-0.1281767955801105
673,-0.1281767955801105
674,-0.1281767955801105
675,-0.1281767955801105
676,-0.1281767955801105
677,-0.1281767955801105
678,-0.1281767955801105
679,-0.1281767955801105
680,-0.1281767955801105
681,-0.1281767955801105
682,-0.1281767955801105
683,-0.1281767955801105
684,-0.1281767955801105
685,-0.1281767955801105
686,-0.1281767955801105
687,-0.1281767955801105
688,-0.1281767955801105
689,-0.1281767955801105
690,-0.1281767955801105
691,-0.1281767955801105
692,-0.1281767955801105
693,-0.1281767955801105
694,-0.1281767955801105
695,-0.1281767955801105
696,-0.1281767955801105
697,-0.1281767955801105
698,-0.1281767955801105
699,-0.1281767955801105
700,-0.1281767955801105
701,-0.1281767955801105
702,7.87182320441989
703,-0.1281767955801105
704,-0.1281767955801105
705,-0.1281767955801105
706,-0.1281767955801105
707,-0.1281767955801105
708,-0.1281767955801105
709,-0.1281767955801105
710,-0.1281767955801105
711,-0.1281767955801105
712,-0.1281767955801105
713,-0.1281767955801105
714,-0.1281767955801105
715,-0.1281767955801105
716,-0.1281767955801105
717,-0.1281767955801105
718,-0.1281767955801105
719,-0.1281767955801105
720,-0.1281767955801105
721,-0.1281767955801105
722,-0.1281767955801105
723,-0.1281767955801105
724,-0.1281767955801105
725,-0.1281767955801105
726,-0.1281767955801105
727,-0.1281767955801105
728,-0.1281767955801105
729,-0.1281767955801105
730,-0.1281767955801105
731,-0.1281767955801105
732,-0.1281767955801105
733,-0.1281767955801105
734,-0.1281767955801105
735,-0.1281767955801105
736,-0.1281767955801105
737,-0.1281767955801105
738,-0.1281767955801105
739,-0.1281767955801105
740,-0.1281767955801105
741,-0.1281767955801105
742,-0.1281767955801105
743,-0.1281767955801105
744,-0.1281767955801105
745,-0.1281767955801105
746,-0.1281767955801105
747,-0.1281767955801105
748,9.87182320441989
749,-0.1281767955801105
750,-0.1281767955801105
751,-0.1281767955801105
752,-0.1281767955801105
753,-0.1281767955801105
754,-0.1281767955801105
755,-0.1281767955801105
756,-0.1281767955801105
757,-0.1281767955801105
758,-0.1281767955801105
759,-0.1281767955801105
760,-0.1281767955801105
761,-0.1281767955801105
762,-0.1281767955801105
763,-0.1281767955801105
764,-0.1281767955801105
765,-0.1281767955801105
766,-0.1281767955801105
767,-0.1281767955801105
768,-0.1281767955801105
769,-0.1281767955801105
770,-0.1281767955801105
771,-0.1281767955801105
772,-0.1281767955801105
773,-0.1281767955801105
774,-0.1281767955801105
775,-0.1281767955801105
776,-0.1281767955801105
777,-0.1281767955801105
778,-0.1281767955801105
779,-0.1281767955801105
780,-0.1281767955801105
781,-0.1281767955801105
782,-0.1281767955801105
783,-0.1281767955801105
784,-0.1281767955801105
785,-0.1281767955801105
786,-0.1281767955801105
787,-0.1281767955801105
788,-0.1281767955801105
789,-0.1281767955801105
790,-0.1281767955801105
791,-0.1281767955801105
792,-0.1281767955801105
793,-0.1281767955801105
794,-0.1281767955801105
795,-0.1281767955801105
796,-0.1281767955801105
797,-0.1281767955801105
798,-0.1281767955801105
799,-0.1281767955801105
800,-0.1281767955801105
801,-0.1281767955801105
802,-0.1281767955801105
803,-0.1281767955801105
804,-0.1281767955801105
805,-0.1281767955801105
806,-0.1281767955801105
807,-0.1281767955801105
808,-0.1281767955801105
809,-0.1281767955801105
810,-0.1281767955801105
811,-0.1281767955801105
812,-0.1281767955801105
813,-0.1281767955801105
814,-0.1281767955801105
815,-0.1281767955801105
816,-0.1281767955801105
817,-0.1281767955801105
818,-0.1281767955801105
819,-0.1281767955801105
820,-0.1281767955801105
821,-0.1281767955801105
822,-0.1281767955801105
823,-0.1281767955801105
824,-0.1281767955801105
825,-0.1281767955801105
826,-0.1281767955801105
827,-0.1281767955801105
828,-0.1281767955801105
829,-0.1281767955801105
830,-0.1281767955801105
831,-0.1281767955801105
832,-0.1281767955801105
833,-0.1281767955801105
834,-0.1281767955801105
835,-0.1281767955801105
836,-0.1281767955801105
837,-0.1281767955801105
838,-0.1281767955801105
839,-0.1281767955801105
840,-0.1281767955801105
841,-0.1281767955801105
842,-0.1281767955801105
843,-0.1281767955801105
844,-0.1281767955801105
845,-0.1281767955801105
846,-0.1281767955801105
847,-0.1281767955801105
848,-0.1281767955801105
849,-0.1281767955801105
850,-0.1281767955801105
851,-0.1281767955801105
852,-0.1281767955801105
853,-0.1281767955801105
854,-0.1281767955801105
855,-0.1281767955801105
856,-0.1281767955801105
857,-0.1281767955801105
858,-0.1281767955801105
859,-0.1281767955801105
860,-0.1281767955801105
861,-0.1281767955801105
862,-0.1281767955801105
863,-0.1281767955801105
864,-0.1281767955801105
865,-0.1281767955801105
866,-0.1281767955801105
867,-0.1281767955801105
868,-0.1281767955801105
869,-0.1281767955801105
870,-0.1281767955801105
871,-0.1281767955801105
872,-0.1281767955801105
873,-0.1281767955801105
874,-0.1281767955801105
875,-0.1281767955801105
876,-0.1281767955801105
877,-0.1281767955801105
878,-0.1281767955801105
879,-0.1281767955801105
880,-0.1281767955801105
881,-0.1281767955801105
882,-0.1281767955801105
883,-0.1281767955801105
884,-0.1281767955801105
885,-0.1281767955801105
886,-0.1281767955801105
887,-0.1281767955801105
888,-0.1281767955801105
889,-0.1281767955801105
890,-0.1281767955801105
891,-0.1281767955801105
892,-0.1281767955801105
893,-0.1281767955801105
894,-0.1281767955801105
895,-0.1281767955801105
896,-0.1281767955801105
897,-0.1281767955801105
898,-0.1281767955801105
899,-0.1281767955801105
900,-0.1281767955801105
901,-0.1281767955801105
902,-0.1281767955801105
903,-0.1281767955801105
904,-0.1281767955801105
905,-0.1281767955801105
906,-0.1281767955801105
907,-0.1281767955801105
908,-0.1281767955801105
909,-0.1281767955801105
910,-0.1281767955801105
911,-0.1281767955801105
912,-0.1281767955801105
913,-0.1281767955801105
914,-0.1281767955801105
915,-0.1281767955801105
916,-0.1281767955801105
917,-0.1281767955801105
918,-0.1281767955801105
919,-0.1281767955801105
920,-0.1281767955801105
921,-0.1281767955801105
922,-0.1281767955801105
923,-0.1281767955801105
924,-0.1281767955801105
925,-0.1281767955801105
926,-0.1281767955801105
927,-0.1281767955801105
928,-0.1281767955801105
929,-0.1281767955801105
930,-0.1281767955801105
931,-0.1281767955801105
